name,prompt,negative_prompt
Retro train ," one single Train Ship 1970 flying in space, retro, solo, one,  deep shadows, flat color, retro-futurism, science fiction, by Peter Elson, Bruce Pennington, limited palette flat color, digital painting, artstation, concept art, smooth, sharp focus
","bad quality, low quality, humans, watermark, multiple objects, wing
"
